"drug","method","selection","n_selected_genes","n_cosmic_in_selected","n_cosmic_in_universe","odds_ratio","odds_ratio_ha","p_value","cosmic_genes_found","p_adj_bh"
"SNX-2112","EN","freq50",7,2,545,31.562966672767,35.8647654093836,0.00316553868715281,"CTNNB1;KMT2D",0.00710904874657199
"SNX-2112","EN","freq75",3,1,545,39.3956188016146,47.2578512396694,0.0371746468563612,"KMT2D",0.094723859778228
"SNX-2112","EN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"CHST11;CTNNB1;KMT2D;NOTCH1;POLG;TET2;VHL",2.05845828099622e-05
"THZ-2-102-1","DSEN","freq25",137,14,545,9.16487318610177,9.44694375783151,2.35015428418894e-09,"ATM;CHEK2;ERBB2;ESR1;JAK1;KDR;KEAP1;MSH2;NDRG1;NFATC2;RAD51B;SRC;STK11;WWTR1",3.89244303318793e-08
"THZ-2-102-1","DSEN","freq50",31,6,545,19.0712173823382,20.252067091897,2.14203025183562e-06,"CHEK2;ESR1;KEAP1;MSH2;NDRG1;WWTR1",4.6608747736464e-05
"THZ-2-102-1","DSEN","freq75",4,0,545,0,8.73500356451777,1,"",1
"THZ-2-102-1","DSEN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"CHEK2;ESR1;KEAP1;MSH2;NDRG1;SRC;WWTR1",1.73825365950792e-05
"THZ-2-102-1","EN","freq25",362,29,545,7.18245383150584,7.28805345633089,4.12287237863205e-15,"AKT1;ARHGEF12;ATM;BRAF;CHEK2;CTNNB1;DNM2;EGFR;ERBB2;ESR1;KDR;KEAP1;KMT2D;MAPK1;MET;MLH1;MYC;NDRG1;NFE2L2;NOTCH1;PIK3CA;POLG;RAD51B;SRC;STK11;TCF3;TET2;VHL;WWTR1",4.75026600146736e-14
"THZ-2-102-1","EN","freq50",98,13,545,12.3034946859724,12.6919199406968,3.37473507564738e-10,"AKT1;ARHGEF12;CHEK2;CTNNB1;KDR;KEAP1;KMT2D;MYC;NOTCH1;POLG;SRC;TET2;WWTR1",8.94304795046555e-09
"THZ-2-102-1","EN","freq75",29,7,545,25.3568108269083,26.5345094398019,5.79188369877152e-08,"CHEK2;CTNNB1;KDR;KMT2D;MYC;SRC;WWTR1",1.70538797797161e-06
"THZ-2-102-1","EN","top50",50,7,545,12.9611199026426,13.7180226042967,2.9517514972776e-06,"ARHGEF12;KMT2D;MYC;NOTCH1;POLG;TET2;VHL",2.05845828099622e-05
"SB216763","DSEN","freq25",89,4,545,3.72317110234571,4.16032463430043,0.0259530854477159,"KDR;MSH2;SMAD3;WWTR1",0.0487770754868419
"SB216763","DSEN","freq50",19,3,545,14.8311881309941,16.7634408602151,0.00163926181133039,"MSH2;SMAD3;WWTR1",0.0103429614286322
"SB216763","DSEN","freq75",3,1,545,39.3956188016146,47.2578512396694,0.0371746468563612,"SMAD3",0.182431137350661
"SB216763","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"KDR;MSH2;SMAD3;WWTR1",0.00588945112474559
"SB216763","EN","freq25",42,3,545,6.08057402155722,6.99869334422213,0.0157014184410703,"MSH2;SMAD3;WWTR1",0.0220152163327176
"SB216763","EN","freq50",8,2,545,26.3002826982032,30.3464015285542,0.00418572073447178,"SMAD3;WWTR1",0.00916707433582662
"SB216763","EN","freq75",1,0,545,0,26.2068438741216,1,"",1
"SB216763","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"CDH10;TFE3",0.156041294615249
"Erlotinib","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"Erlotinib","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Erlotinib","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Erlotinib","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"Erlotinib","EN","freq25",5,0,545,0,7.14665444546288,1,"",1
"Erlotinib","EN","freq50",1,0,545,0,26.2068438741216,1,"",1
"Erlotinib","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Erlotinib","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"FH;VHL",0.156041294615249
"Rapamycin","DSEN","freq25",14,1,545,6.06189418746964,8.74920926436078,0.162061852136361,"AKT1",0.249688318698464
"Rapamycin","DSEN","freq50",5,1,545,19.7007789079056,26.2531374349556,0.0611881546420108,"AKT1",0.154427247429837
"Rapamycin","DSEN","freq75",2,1,545,78.7240050418944,78.7649219467401,0.0249389564804046,"AKT1",0.146862743717938
"Rapamycin","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"AKT1;CCND2;CTNNB1;SRC",0.00588945112474559
"Rapamycin","EN","freq25",1,1,545,Inf,236.300275482094,0.012548062533097,"ID3",0.0177820137501108
"Rapamycin","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Rapamycin","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Rapamycin","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"ID3;TNFRSF14",0.156041294615249
"Sunitinib","DSEN","freq25",38,4,545,9.31654242508213,10.3226544622426,0.00129072786434964,"CTNNB1;EXT2;PTEN;SRC",0.00363875408566653
"Sunitinib","DSEN","freq50",5,1,545,19.7007789079056,26.2531374349556,0.0611881546420108,"PTEN",0.154427247429837
"Sunitinib","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Sunitinib","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"BAX;CTNNB1;EXT2;PTEN;PTPN13;SRC",0.000135308025439973
"Sunitinib","EN","freq25",154,15,545,8.70256105805223,8.95371243062101,1.23646548894254e-09,"BAX;CBL;CDX2;CTNNB1;ETV6;EXT2;FLT3;PIK3CB;PTEN;PTPN11;RB1;SMARCE1;SRC;TFE3;U2AF1",5.46105590949621e-09
"Sunitinib","EN","freq50",25,3,545,10.7821815523043,12.2914695340502,0.00367986491526794,"BAX;PTEN;U2AF1",0.00812636835455004
"Sunitinib","EN","freq75",4,1,545,26.2528009503212,33.7548209366391,0.0492570741523153,"BAX",0.117595717570843
"Sunitinib","EN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"CBL;PIK3CB;PTPN11;TFE3;U2AF1",0.00122341967851878
"PHA-665752","DSEN","freq25",30,3,545,8.78515842181763,10.0554838709677,0.00620181098512746,"CBL;NF1;TP53",0.0133616252931608
"PHA-665752","DSEN","freq50",6,0,545,0,6.04702813227103,1,"",1
"PHA-665752","DSEN","freq75",1,0,545,0,26.2068438741216,1,"",1
"PHA-665752","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"ARHGEF10;CBL;NF1;TP53",0.00588945112474559
"PHA-665752","EN","freq25",2,1,545,78.7240050418944,78.7649219467401,0.0249389564804046,"CBL",0.0346011699859016
"PHA-665752","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"PHA-665752","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"PHA-665752","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CBL;CD79B;PML",0.0377295095101168
"MG-132","DSEN","freq25",683,32,545,4.04684685533989,4.10323790279491,2.80257363707921e-10,"AKT1;ARHGAP5;ATR;BAP1;BCL11B;BRCA2;FAT1;GATA3;GLI1;HOXA13;IKZF1;KMT2A;LRP1B;MED12;NDRG1;NF1;NFATC2;NOTCH1;NOTCH2;NRG1;PIK3CA;PTCH1;PTEN;PTPN11;PTPN13;PTPRB;PTPRD;RAF1;RNF43;TET2;TRIM27;USP44",6.18901678188326e-09
"MG-132","DSEN","freq50",120,4,545,2.72603351681986,3.05107415025026,0.064914024326602,"ARHGAP5;NF1;PTEN;PTPRD",0.162285060816505
"MG-132","DSEN","freq75",18,1,545,4.63596356183333,6.74876033057851,0.203349291465712,"ARHGAP5",0.816478215733543
"MG-132","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"ARHGAP5;FAT1;NF1",0.0335160617475657
"MG-132","EN","freq25",45,4,545,7.7261007465845,8.58008210125822,0.00243156684197003,"BAZ1A;FOXA1;NF1;RAF1",0.00374630937861661
"MG-132","EN","freq50",4,0,545,0,8.73500356451777,1,"",1
"MG-132","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"MG-132","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"NCOA2;NF1;RAF1;USP44",0.00746615457546488
"Paclitaxel","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"Paclitaxel","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Paclitaxel","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Paclitaxel","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"Paclitaxel","EN","freq25",46,1,545,1.75008944759562,2.59398177579996,0.440754054754692,"PTPRB",0.538248039216559
"Paclitaxel","EN","freq50",4,0,545,0,8.73500356451777,1,"",1
"Paclitaxel","EN","freq75",1,0,545,0,26.2068438741216,1,"",1
"Paclitaxel","EN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"PTPRB",0.500432762988498
"Cyclopamine","DSEN","freq25",93,6,545,5.47655583688806,5.89349397590361,0.00115185873732693,"AKT1;CLTC;ELF4;MSH2;SRC;STAT3",0.00335431390540259
"Cyclopamine","DSEN","freq50",29,4,545,12.6738279041907,13.9688773016132,0.000453991487787604,"AKT1;ELF4;MSH2;STAT3",0.00353846306657986
"Cyclopamine","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Cyclopamine","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"AKT1;CLTC;ELF4;MSH2;STAT3",0.000969918303690561
"Cyclopamine","EN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"Cyclopamine","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Cyclopamine","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Cyclopamine","EN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"MED12",0.500432762988498
"AZ628","DSEN","freq25",9,1,545,9.85201591376079,13.8974234321828,0.107436503186848,"EXT2",0.175744897188363
"AZ628","DSEN","freq50",2,0,545,0,15.7237396883593,1,"",1
"AZ628","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"AZ628","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"EXT2;PTPRD;TP53",0.0335160617475657
"AZ628","EN","freq25",209,16,545,6.69003568444286,6.87573475049593,1.15652705116233e-08,"ASXL1;BRAF;CBL;CHD2;DNMT3A;ERG;EXT2;KMT2D;LRP1B;MAP2K1;NDRG1;NPM1;NRAS;PTPRD;RB1;TP53",4.19835162408242e-08
"AZ628","EN","freq50",27,5,545,18.0355570719333,19.3866378867304,1.96248323261157e-05,"EXT2;MAP2K1;NRAS;RB1;TP53",6.58301337521603e-05
"AZ628","EN","freq75",5,2,545,52.6641033315682,56.3615455381785,0.00153275219353312,"NRAS;RB1",0.00725320234439782
"AZ628","EN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"BRAF;DNMT3A;MED12;NPM1;NRAS",0.00122341967851878
"Sorafenib","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"Sorafenib","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Sorafenib","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Sorafenib","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"Sorafenib","EN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"Sorafenib","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Sorafenib","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Sorafenib","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"CBL;TFE3;U2AF1;ZNF521",0.00746615457546488
"Tozasertib","DSEN","freq25",31,1,545,2.62596988413732,3.8710653479655,0.324016895295633,"MAP2K1",0.471782842051334
"Tozasertib","DSEN","freq50",7,1,545,13.1345969378807,18.1744013562195,0.0846038210159644,"MAP2K1",0.198407190878147
"Tozasertib","DSEN","freq75",1,0,545,0,26.2068438741216,1,"",1
"Tozasertib","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"IKZF1;MAP2K1;RAF1",0.0335160617475657
"Tozasertib","EN","freq25",6,1,545,15.7635313504171,21.4793388429752,0.072969780683277,"NOTCH1",0.096684959405342
"Tozasertib","EN","freq50",1,0,545,0,26.2068438741216,1,"",1
"Tozasertib","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Tozasertib","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CBL;MTOR;NOTCH1",0.0377295095101168
"Imatinib","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"Imatinib","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Imatinib","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Imatinib","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"Imatinib","EN","freq25",326,17,545,4.43634659318705,4.55546758818432,1.02639111272311e-06,"ASXL1;CBL;DNM2;EGFR;ERG;FAT4;GNAS;IKZF1;MAX;MDM2;MTOR;NDRG1;NOTCH1;PDCD1LG2;PPM1D;RAF1;SYK",2.71993644871624e-06
"Imatinib","EN","freq50",68,3,545,3.64668229287707,4.21802511696626,0.054117950585773,"ASXL1;IKZF1;SYK",0.0913455853836295
"Imatinib","EN","freq75",8,1,545,11.2564690647652,15.7507805325987,0.0960921210561774,"IKZF1",0.207027740486886
"Imatinib","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"ASXL1;ERG;MTOR",0.0377295095101168
"NVP-TAE684","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"NVP-TAE684","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"NVP-TAE684","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"NVP-TAE684","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"NVP-TAE684","EN","freq25",269,21,545,6.88890928167259,7.03378133433585,4.20434925173361e-11,"ABL1;BCOR;CBL;CD274;CDKN1A;ELF3;ERG;EXT2;GATA1;HOXD13;MAP2K1;MDM4;NCOA4;PSIP1;PTEN;PTPN11;RHOA;SPEN;STAG2;STAT3;U2AF1",2.53216489024865e-10
"NVP-TAE684","EN","freq50",58,5,545,7.48317824335308,8.1473626877156,0.000809336031889395,"BCOR;CDKN1A;MAP2K1;STAG2;STAT3",0.00210268674951657
"NVP-TAE684","EN","freq75",6,1,545,15.7635313504171,21.4793388429752,0.072969780683277,"MAP2K1",0.161141599008903
"NVP-TAE684","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"ELF3;HOXD13",0.156041294615249
"Crizotinib","DSEN","freq25",414,20,545,4.10805505879154,4.20210458022355,3.91551265231667e-07,"AFF3;BCOR;CBL;CHD2;DDX10;EXT2;MAP2K1;MDM4;MTOR;PDCD1LG2;PSIP1;PTEN;PTPRB;RAF1;SPEN;STAG2;STAT3;SYK;TP53;TSC1",3.45870284287972e-06
"Crizotinib","DSEN","freq50",106,6,545,4.762619166439,5.12959299886112,0.00224985512028604,"BCOR;EXT2;MAP2K1;PSIP1;STAG2;STAT3",0.0125876349053189
"Crizotinib","DSEN","freq75",12,3,545,26.3479716703424,29.1202037351443,0.000397303516398168,"MAP2K1;STAG2;STAT3",0.00809887937273188
"Crizotinib","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"BCOR;MAP2K1;RAF1;STAG2;STAT3",0.000969918303690561
"Crizotinib","EN","freq25",24,4,545,15.8451851750449,17.3779474359841,0.000213445547721131,"CBL;MAP2K1;STAG2;STAT3",0.000387418288671916
"Crizotinib","EN","freq50",3,0,545,0,11.230980751604,1,"",1
"Crizotinib","EN","freq75",1,0,545,0,26.2068438741216,1,"",1
"Crizotinib","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CBL;ELF3;HOXD13",0.0377295095101168
"Saracatinib","DSEN","freq25",29,2,545,5.84626029728198,7.16927322907084,0.051060949073734,"EXT2;PDCD1LG2",0.0914266993549967
"Saracatinib","DSEN","freq50",5,0,545,0,7.14665444546288,1,"",1
"Saracatinib","DSEN","freq75",1,0,545,0,26.2068438741216,1,"",1
"Saracatinib","DSEN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"EXT2;PDCD1LG2;PTPN13",0.0335160617475657
"Saracatinib","EN","freq25",213,11,545,4.35266387960954,4.53540057051127,8.91268711488056e-05,"ASXL1;CBL;CD274;CDKN2A;DNM2;ERG;EXT2;MTOR;NT5C2;PDCD1LG2;PTPRD",0.000171149426481402
"Saracatinib","EN","freq50",42,4,545,8.33612092727875,9.24930747922438,0.0018814654956077,"ASXL1;ERG;NT5C2;PDCD1LG2",0.00437358207312316
"Saracatinib","EN","freq75",2,0,545,0,15.7237396883593,1,"",1
"Saracatinib","EN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"ASXL1;CBL;DNM2;ERG;MTOR",0.00122341967851878
"S-Trityl-L-cysteine","DSEN","freq25",11,0,545,0,3.41748694855139,1,"",1
"S-Trityl-L-cysteine","DSEN","freq50",2,0,545,0,15.7237396883593,1,"",1
"S-Trityl-L-cysteine","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"S-Trityl-L-cysteine","DSEN","top50",50,5,545,8.81388568466581,9.58165516259873,0.000406267666828877,"AKT1;BCL11B;CTNNB1;SRC;ZFHX3",0.000969918303690561
"S-Trityl-L-cysteine","EN","freq25",9,1,545,9.85201591376079,13.8974234321828,0.107436503186848,"PTPRB",0.138881333387877
"S-Trityl-L-cysteine","EN","freq50",2,0,545,0,15.7237396883593,1,"",1
"S-Trityl-L-cysteine","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"S-Trityl-L-cysteine","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"COL2A1;PTPRB",0.156041294615249
"Z-LLNle-CHO","DSEN","freq25",2,1,545,78.7240050418944,78.7649219467401,0.0249389564804046,"SRC",0.0475454925705555
"Z-LLNle-CHO","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Z-LLNle-CHO","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Z-LLNle-CHO","DSEN","top50",50,6,545,10.8365410698781,11.5999729254095,3.77841278587093e-05,"AKT1;ALK;CCND1;MAP3K1;NOTCH1;SRC",0.000135308025439973
"Z-LLNle-CHO","EN","freq25",39,6,545,14.4569815273982,15.4128753821255,8.71792103028681e-06,"AKT1;KIT;MAP3K1;NOTCH1;RB1;SRC",1.97457185728718e-05
"Z-LLNle-CHO","EN","freq50",7,1,545,13.1345969378807,18.1744013562195,0.0846038210159644,"RB1",0.134251572270842
"Z-LLNle-CHO","EN","freq75",2,0,545,0,15.7237396883593,1,"",1
"Z-LLNle-CHO","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"KIT;NOTCH1;RB1",0.0377295095101168
"Dasatinib","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"Dasatinib","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"Dasatinib","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"Dasatinib","DSEN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"WWTR1",0.534945367332532
"Dasatinib","EN","freq25",198,11,545,4.70314226571393,4.89995385095104,4.62557138823982e-05,"ASXL1;CBL;CDKN2A;CREBBP;ERG;MTCP1;MTOR;NUP98;PDCD1LG2;PIK3CA;TNFRSF14",9.07982531765595e-05
"Dasatinib","EN","freq50",35,2,545,4.78275256458383,5.88440044487773,0.0712776915465599,"CDKN2A;ERG",0.117320423974151
"Dasatinib","EN","freq75",3,0,545,0,11.230980751604,1,"",1
"Dasatinib","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"CBL;CREBBP;ERG;MTOR",0.00746615457546488
"GNF-2","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"GNF-2","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"GNF-2","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"GNF-2","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"GNF-2","EN","freq25",187,7,545,3.08690806772956,3.29543437835168,0.0096828617918565,"ASXL1;CDKN2A;GNAS;IKZF1;MAX;NOTCH1;SYK",0.0138700452694161
"GNF-2","EN","freq50",40,3,545,6.40949692154204,7.37230107526882,0.0137634155681359,"ASXL1;IKZF1;SYK",0.0264297472866377
"GNF-2","EN","freq75",7,1,545,13.1345969378807,18.1744013562195,0.0846038210159644,"ASXL1",0.185289360076286
"GNF-2","EN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"ASXL1",0.500432762988498
"CGP-60474","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"CGP-60474","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"CGP-60474","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"CGP-60474","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"CGP-60474","EN","freq25",52,3,545,4.83862698580474,5.58351254480287,0.0275862184617142,"AKT1;ID3;PTPRB",0.0380747286060118
"CGP-60474","EN","freq50",6,0,545,0,6.04702813227103,1,"",1
"CGP-60474","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"CGP-60474","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"ID3;MYC;PTPRB",0.0377295095101168
"CGP-082996","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"CGP-082996","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"CGP-082996","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"CGP-082996","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"CGP-082996","EN","freq25",228,10,545,3.65863757952975,3.82918293175394,0.000670491696466336,"AKT1;CBL;CCND3;DDX3X;ID3;LCK;MYC;SRC;STAG1;U2AF1",0.0011317216532712
"CGP-082996","EN","freq50",45,2,545,3.67002076147579,4.53060728145587,0.109441010553705,"ID3;MYC",0.169601566062759
"CGP-082996","EN","freq75",9,1,545,9.85201591376079,13.8974234321828,0.107436503186848,"ID3",0.225957724956467
"CGP-082996","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"ID3;MYC",0.156041294615249
"A-770041","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"A-770041","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"A-770041","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"A-770041","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"A-770041","EN","freq25",2,0,545,0,15.7237396883593,1,"",1
"A-770041","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"A-770041","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"A-770041","EN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"BMPR1A;NFKB2",0.156041294615249
"WH-4-023","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"WH-4-023","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"WH-4-023","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"WH-4-023","DSEN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"AKT3;CDKN2A;PDCD1LG2;PTPN13",0.00588945112474559
"WH-4-023","EN","freq25",166,10,545,5.11888171801989,5.35394349433064,5.16632823698291e-05,"ASXL1;CBL;CDKN2A;CREBBP;IKBKB;IKZF1;MTOR;NUP98;PDCD1LG2;PER1",0.000100667425205917
"WH-4-023","EN","freq50",22,1,545,3.75228132331343,5.49266448843616,0.24260593736812,"CDKN2A",0.351314608757114
"WH-4-023","EN","freq75",4,0,545,0,8.73500356451777,1,"",1
"WH-4-023","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"ASXL1;MTOR;NUP98",0.0377295095101168
"WZ-1-84","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"WZ-1-84","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"WZ-1-84","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"WZ-1-84","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"WZ-1-84","EN","freq25",1,0,545,0,26.2068438741216,1,"",1
"WZ-1-84","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"WZ-1-84","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"WZ-1-84","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"EGFR;MLLT10;PIK3CA;SMARCA4",0.00746615457546488
"BI-2536","DSEN","freq25",44,2,545,3.75734192372974,4.6373180366903,0.105416152929047,"AKT1;CCNE1",0.173511059168928
"BI-2536","DSEN","freq50",3,0,545,0,11.230980751604,1,"",1
"BI-2536","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"BI-2536","DSEN","top50",50,2,545,3.2870923356371,4.06306015800605,0.130132551358378,"AKT1;CCNE1",0.158188651880597
"BI-2536","EN","freq25",226,13,545,4.89529549764548,5.06751327637959,6.64555632108429e-06,"AKT1;ARID1A;ATR;CCNE1;DNM2;ERG;FANCG;FBXW7;FOXO3;NF1;NOTCH1;PTPRB;SOX2",1.57238609382798e-05
"BI-2536","EN","freq50",28,5,545,17.2515517148406,18.5612415612022,2.36451011007985e-05,"AKT1;DNM2;ERG;NOTCH1;PTPRB",7.83243973963949e-05
"BI-2536","EN","freq75",3,1,545,39.3956188016146,47.2578512396694,0.0371746468563612,"NOTCH1",0.094723859778228
"BI-2536","EN","top50",50,4,545,6.884833271359,7.65659905281029,0.00357811936258128,"DNM2;ERG;NOTCH1;PTPRB",0.00746615457546488
"BMS-536924_repl_62","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"BMS-536924_repl_62","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"BMS-536924_repl_62","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"BMS-536924_repl_62","DSEN","top50",50,0,545,0,0.77753174034177,1,"",1
"BMS-536924_repl_62","EN","freq25",62,5,545,6.95597920984529,7.57988175200096,0.00109707106682927,"CBL;ERG;FH;PTEN;VHL",0.00177270629701072
"BMS-536924_repl_62","EN","freq50",11,0,545,0,3.41748694855139,1,"",1
"BMS-536924_repl_62","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"BMS-536924_repl_62","EN","top50",50,3,545,5.04437632548958,5.81887945670628,0.0249157138274356,"CBL;ERG;PTPN11",0.0377295095101168
"BMS-509744","DSEN","freq25",0,0,545,NA,78.6223648029331,1,"",1
"BMS-509744","DSEN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"BMS-509744","DSEN","freq75",0,0,545,NA,78.6223648029331,1,"",1
"BMS-509744","DSEN","top50",50,1,545,1.60706347255494,2.38414447505357,0.468329529136406,"WWTR1",0.534945367332532
"BMS-509744","EN","freq25",9,0,545,0,4.13715085146413,1,"",1
"BMS-509744","EN","freq50",0,0,545,NA,78.6223648029331,1,"",1
"BMS-509744","EN","freq75",0,0,545,NA,78.6223648029331,1,"",1
